"Sempet degdegan, di twitter ada kasus barangnya diganti sama kardus lainnya, di toko yg sama dan kurir yg sama, tapi akhirnya barang sampai selamat masih green peel. Barang kedua termahal beli online setelah motor😀  Request PA/A dikirim SA/A tapi ya gapapa. Pertama kali coba SA/A😀 Garansinya resmi, tapi bli bli.  Upgrade dari 12 ke 15 kaya gaada bedanya ya ternyata. Terasa lebih smooth sedikit.  Tokonya cukup responsif, cuman bingung adminnya beda beda mulu.Tutup Ulasan"
"thanks ya, lucu gemes sama warna birunya😍 pengiriman cepat pakai gojek"
produk Original 100% worth it to buy🤩  dijamin aman dan original IBOX thank you so much
"Barang original, dapet yang seri ****** SA/A, pengiriman cepat dan aman."
"video unboxing nya ke hapus, mudah2an bisa bertahan lama. hanya saja belum bisa cek IMEI apakah sudah terdaftar dikemenprin atau tidak"
Bagus bagus bagus bgt. Gak nyangka garansi tam tp harga lebih murah dr toko di mall wkwk. Packing aman bubble nya tebel bgt. Thanks
"ok, dapet GDN, ori dan sesuai ekspektasi..  minusnya cuma satu, harganya skrg turun lagi.. hahaha.."
"barang diterima dalam kondisi tersegel,berfungsi baik semoga awet..trims"
"barang masih tersegel, tidak ada kendala dan cepet sampenya sesuai estimasi yang muncul toko amanah"
"produk masih tersegel, dicoba langsung bisa transfer data. diskon harga ismile mantaappp👍👍👍"
"Barang langsung dikirim di hari aku pesen. Sempet bawelin cs nya tp mereka sabar banget balesinnya wkwk. Berfungsi dengan baik. Barang ori, segel masih utuh ga ada minus apapun di hp. Kebetulan dapet promo dr tokped dapet potongan sejuta🤩🤩 Semoga hp nya awet aamiin. Makasih ismileTutup Ulasan"
"sudah chat req GDN katanya ready, dan diminta tulis di note. di note sudah ditulis GDN tapi yg dikirim digimap, gpp sih sama2 resmi tapi karena ini pesanan org jadi orgnya agak ngedumel pas nerima.  kalo barangnya sih resmi, normal aman dan semoga awett..  maaf gak bisa fullstar ✌Tutup Ulasan"
"Toko gercep, penuh solusi utk promo & warna. Driver jujur & gercep jg. Semoga berkah buat semua. Makasi."
mantap proses cepat meskipun hari minggu langsung dikirim juga di hari yg sama dan produk garansi resmi ibox
krn cuma bisa 30detik doang bikin reviewnya jd ku kirim di chat adminnya fullnya. reviewnya overall bagus dan original guys tenang aja garansi 12 bulan mantap
"Sempet ragu karena harganya lebih murah dari store yang lain. Pas banget dapet promo. Barang asli, garansi ibox, ada stiker made in china dibelakangnya tapi pas di research gak papa kok tetep ori barangnya. Sayangnya kurirnya agak lama aja buat pengirimannya. Overall love banget sama barangnya berfungsi dengan baik. Semoga gk ada yang error selama pemakaian 😊 thankyou sellernya juga fast respondTutup Ulasan"
"Cepat sampai. CS responsif. Packaging rapih, aman. Barang bagus mulus. Thank you seller! ❤️❤️"
"Varian Iphone sesuai pesanan kode PA, unit ori mulus tidak cacat   untuk pengiriman agak mengkhawatirkan, saran aja pilih yg pasti pasti aja atau dicek terlebih dahulu ada atau tidak outlet dari jasa kirim yang digunakan di sekitar lokasi penerima, karena saya menggunakan ID Express ternyata tokonya sudah tutup dan pindah entah kemana.. tp algamdulillah pelayana. ID express tetes jossss... cuma deg degkan aja..  terimakasih semuaTutup Ulasan"
